text,label
it's like an all-star salute to disney's cheesy commercialism.,negative
a quietly reflective and melancholy new zealand film about an eventful summer in a 13-year-old girl's life.,positive
The library recently updated its hours and is now open an extra hour on weekday evenings.,neutral
""" We have sacrificed a great deal already,"" he said.",neutral
""" We needed some help from the cold storage report to avert a possible setback next week in the pork complex,"" Levitt said.",neutral
This is the first time a Japanese bank has bought a stake in a Portuguese bank.,neutral
"a dull, inconsistent, dishonest female bonding picture.",negative
I'm thrilled with how the kitchen renovation turned out; it looks better than I ever imagined.,positive
"ms. seigner and mr. serrault bring fresh, unforced naturalism to their characters.",positive
Domestic group net profit fell to 77. 9 mln from 122. 2 mln.,neutral
a sub-formulaic slap in the face to seasonal cheer.,negative
what might have been acceptable on the printed page of iles' book does not translate well to the screen.,negative
"Last year the Soviet Union produced 615 mln tonnes of oil, slightly short of the target of 616. 7 mln.",neutral
""" We live in troubled and dangerous times for the world trading system,"" he said.",neutral
"If it ' s a by - product of freer competition, we have no choice but to accept it.""",neutral
But few economists believe the government will be able to go through with its tax measures without increasing net borrowing.,neutral
Chase Manhattan has branches in Milan and Rome.,neutral
"a quaint, romanticized rendering.",negative
"though few will argue that it ranks with the best of herzog's works, invincible shows he's back in form, with an astoundingly rich film.",positive
I hate this product because it stopped working just two days after I bought it.,negative
CANADIAN IMPERIAL BANK OF COMMERCE 1ST QTR SHARE BASIC 61 CTS VS 64 CTS,neutral
enormously entertaining for moviegoers of any age.,positive
a charming but slight comedy.,positive
"a must for fans of british cinema, if only because so many titans of the industry are along for the ride.",positive
They said the 0. 50 cent increase brings Sun ' s contract barge price to 49 cts.,neutral
"In addition to the cost savings involved, technology advances now enable alloys of higher purity to be produced by the secondary aluminium industry, Shearson said.",neutral
"Demand would have to stay above 7. 0 mln bpd to have a draw,"" he added.",neutral
"Morgan said it assumes talks between Brazil and commercial bank lenders will proceed "" expeditiously "" and interest payments will resume at the earliest practicable date.",neutral
"a lean, deftly shot, well-acted, weirdly retro thriller that recalls a raft of'60s and'70s european-set spy pictures.",positive
GENCORP ASKS SHAREHOLDERS TO POSTPONE ACTION IN TENDER OFFER,neutral
"BCI said the new fund is structured as a Guernsey - based unit trust, which will be listed on the Luxembourg Stock Exchange.",neutral
melodrama with a message.,positive
plotless collection of moronic stunts is by far the worst movie of the year.,negative
The company said it expects the sale to close in the next few weeks.,neutral
constantly slips from the grasp of its maker.,negative
The survey was sent to all participants last week and responses are due by the end of the month.,neutral
highly engaging.,positive
"expect the same-old, lame-old slasher nonsense, just with different scenery.",negative
US WEST & lt; USW > HIKES DIVIDEND Qtly div 82 cts vs 76 cts prior Pay May 1 Record April 16,neutral
"personal velocity has a no-frills docu-dogma plainness, yet miller lingers on invisible, nearly psychic nuances, leaping into digressions of memory and desire. she boxes these women's souls right open for us.",positive
"while the now 72-year-old robert evans been slowed down by a stroke, he has at least one more story to tell: his own.",positive
"The noise from the neighbors kept us up all night, and complaints to management went nowhere.",negative
I highly recommend it.,positive
a deeply felt and vividly detailed story about newcomers in a strange new world.,positive
GenCorp has not commented on the offer.,neutral
a big fat pain.,negative
the sweetest thing leaves an awful sour taste.,negative
"while not for every taste, this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise, too long reduced to direct-to-video irrelevancy.",positive
