text,label,clean_text
"the importance of being earnest, so thick with wit it plays like a reading from bartlett's familiar quotations",positive,the importance of being earnest so thick with wit it plays like a reading from bartlett's familiar quotations
That was so unpleasant.,negative,that was so unpleasant
"the asylum material is gripping, as are the scenes of jia with his family.",positive,the asylum material is gripping as are the scenes of jia with his family
"barely manages for but a few seconds over its seemingly eternal running time to pique your interest, your imagination, your empathy or anything, really, save your disgust and your indifference.",negative,barely manages for but a few seconds over its seemingly eternal running time to pique your interest your imagination your empathy or anything really save your disgust and your indifference
"a word of advice to the makers of the singles ward: celebrity cameos do not automatically equal laughs. and neither do cliches, no matter how'inside' they are.",negative,a word of advice to the makers of the singles ward celebrity cameos do not automatically equal laughs and neither do cliches no matter how'inside' they are
"At the meeting, stockholders approved an increase in the authorized number of common shares to 200 mln from 15 mln.",neutral,at the meeting stockholders approved an increase in the authorized number of common shares to mln from mln
I'm thrilled with the results.,positive,i'm thrilled with the results
about the only thing to give the movie points for is bravado -- to take an entirely stale concept and push it through the audience's meat grinder one more time.,negative,about the only thing to give the movie points for is bravado to take an entirely stale concept and push it through the audience's meat grinder one more time
"some of the computer animation is handsome, and various amusing sidekicks add much-needed levity to the otherwise bleak tale, but overall the film never rises above mediocrity.",negative,some of the computer animation is handsome and various amusing sidekicks add much needed levity to the otherwise bleak tale but overall the film never rises above mediocrity
"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects, not the least of which is rebecca romijn-stamos.",negative,sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects not the least of which is rebecca romijn stamos
